Date,Open,High,Low,Close
2000-04-07,297.3773873201035,303.2229421336861,293.3019804060283,299.943412303042
2000-04-10,254.44895385933148,264.37817461463874,247.2956579478099,257.77384860352595
2000-04-11,139.7431363068345,148.4609117766018,138.56598736840175,143.54896073804414
2000-04-12,101.10442342472048,102.98072546884147,93.4836394846182,102.17273771385781
2000-04-13,263.09228569096683,270.4496336622568,257.70914132632066,266.6995712848477
2000-04-14,241.37146876952343,245.48168504236074,233.05282944396328,236.52561835400752
2000-04-17,245.80143360819747,246.86427396512062,236.20969474013924,241.8737916258927
2000-04-18,254.25406933718915,258.88539805843214,244.92197239173802,250.17983000771014
2000-04-19,114.80893034681807,117.92172014234282,105.62554495572,116.9349771893654
2000-04-20,171.6931457088545,180.06296914353874,166.08361610544952,167.38896354429028
2000-04-21,123.17381190502594,127.20978738463783,118.9325328777755,123.13745562968901
2000-04-24,272.6206851751187,281.06839842070303,267.4353672525426,272.3477541614816
2000-04-25,224.6596253655116,225.66500681502475,217.45056133569136,222.766660601094
2000-04-26,166.17960497052985,169.94997732076493,157.22362497868917,169.88365666995085
2000-04-27,112.71167005720473,115.88215698597459,109.84879333020365,109.41600207600469
2000-04-28,162.19646434313245,165.29857059274994,152.93272591697712,160.72109218712484
2000-05-01,165.03666440534943,166.6503439832386,156.70004231762042,167.77837940557873
2000-05-02,245.92123566761282,248.60535410130734,236.11153153100872,241.22545881154565
2000-05-03,227.51149427104264,233.5114404000132,218.58922831150744,229.24099827350634
2000-05-04,277.44254851526534,281.06479817080503,273.9231125480382,280.60652577888106
2000-05-05,194.44298503238986,199.1995380733522,192.48938183029344,198.76566342077152
2000-05-08,123.91884918766034,128.31065111078505,121.90867953973604,127.68181559257519
2000-05-09,242.648957444599,251.53210176959806,239.0279475773945,240.84279861293587
2000-05-10,252.15700972337947,261.3047007144741,245.6293562075186,253.020651136609
2000-05-11,212.25543951389926,217.692052258802,204.01655657902472,208.02837444540393
2000-05-12,254.1934359909122,258.16483954375263,245.10018322807812,251.7721360263923
2000-05-15,198.75911927287814,200.7203256088994,192.14533881355504,194.70134306035322
2000-05-16,204.5465658763988,214.12719179083766,203.49588406166632,202.69843877793843
2000-05-17,185.5082036717099,187.0502461758126,182.8313526830431,189.2600758062972
2000-05-18,105.08382534881903,108.76267784693356,103.18628951413872,103.55549374556196
2000-05-19,121.57828539866088,125.26088120919091,117.3083651185398,122.19726642867515
2000-05-22,106.28583713734685,110.16944871260878,100.77367819464314,105.61964561849625
2000-05-23,227.28208225275608,229.76066384220778,225.89150764554904,226.87124749574343
2000-05-24,162.87119621526534,170.9196490935786,158.73489443310444,167.56691673363093
2000-05-25,201.71413823294057,203.81661899063448,199.10152116131266,199.67568291557916
2000-05-26,281.5132947852186,288.2274547175971,274.6896632888887,282.7865394804503
2000-05-29,149.85844582977498,151.97306007012733,144.67999450585592,149.05907252556946
2000-05-30,182.07658460712594,183.71140534546254,176.61872578472077,177.6880464176028
2000-05-31,251.11022770860973,260.29509324178264,246.2610016163086,251.00353602485208
2000-06-01,145.75963309832449,148.47079199519283,136.1554557039454,148.89306638877557
2000-06-02,115.3959819657586,123.78723335679594,112.46336583966452,111.38351165257548
2000-06-05,157.9502905827536,163.85196842271785,152.30031224415873,153.6462090567167
2000-06-06,132.2442574508009,133.94496612727983,124.62010113551287,128.78057265473356
2000-06-07,285.9395304685146,295.5385641914572,279.9279307503035,288.58353158240766
2000-06-08,261.6240759128834,264.84672641581045,252.2628879414322,263.86402975433083
2000-06-09,226.68075130208467,235.41755941025812,222.27903610131312,227.33092899114578
2000-06-12,274.29211803754356,276.81140808960464,269.11903578558497,273.9743820784699
2000-06-13,260.7344153798229,269.4199013190996,258.9377145428904,264.6176735268491
2000-06-14,137.31401177720716,138.4330710933548,130.8330197777398,139.98099001554198
2000-06-15,278.51179969799557,284.1178238071209,274.9178919819626,281.6312222110136
2000-06-16,207.86844838313016,215.79343159792415,205.42566702749005,211.0010713966367
2000-06-19,261.4880310328125,270.9011906902476,255.58724939667192,262.9152025802681
2000-06-20,279.21825998469865,288.40107921055704,273.42746761427946,278.7984062278581
2000-06-21,163.60069499437276,171.97731882030155,161.91785022335634,167.24747252022925
2000-06-22,122.01038490553535,131.0041070524871,114.72644582408509,126.27045908156785
2000-06-23,145.58703250838835,148.38000968092203,138.97308279253068,140.82509294097179
2000-06-26,185.42155772525126,188.97921638665682,182.7204021805328,180.93710645791379
2000-06-27,263.60295318449863,267.20366990878813,258.37803942511226,268.190386153583
2000-06-28,272.1461166512687,276.539602030284,264.6632104029617,269.91772278971064
2000-06-29,101.39042610623814,105.93031213970484,95.62550444136664,105.12412050273232
2000-06-30,202.14946051551314,208.0504584374052,197.59005882986102,201.03741170512717
2000-07-03,183.4822006297558,185.92111850005378,179.5811545070273,179.67320120584935
2000-07-04,144.42156209414605,151.64278206821996,137.92801729434956,140.2259940962394
2000-07-05,123.97307346673657,126.48117232047713,114.5210951819444,120.53815245754113
2000-07-06,167.5230342807256,171.31581061966654,160.47733071642824,165.02196622939925
2000-07-07,288.5819407825038,294.1120469579592,286.909227649777,288.4671243218121
2000-07-10,164.64058640415107,172.80855145786236,159.49442164281186,166.6555654098089
2000-07-11,203.75812434867322,211.41334744782176,194.74070716507757,208.62211011352622
2000-07-12,240.60379177903556,247.41360098673027,238.75362994682578,240.01885921192726
2000-07-13,172.7259204758588,175.12787982108034,162.82603906662092,172.9077698992899
2000-07-14,294.35641654419214,300.27982465473235,284.81479200138335,294.5745735580247
2000-07-17,292.48945898842226,294.2764775046212,290.7849886618534,292.8838025433016
2000-07-18,150.35645916507283,154.75272775624268,140.95573928102684,150.53386573611746
2000-07-19,199.44970117847708,204.1713499510867,195.1815078661419,194.53744872909627
2000-07-20,160.17566196335395,161.53396491836574,151.5732794596712,155.19291018445236
2000-07-21,156.96809887549352,160.43399177072328,152.20264883607408,152.94476205675474
2000-07-24,107.37738947090656,116.97823467630496,102.40969345658392,103.39295550519836
2000-07-25,221.91286679597937,231.49556026644657,215.2046789771815,223.96183588552734
2000-07-26,200.53580464577232,204.70674813404517,192.56550787228846,197.5849649709323
2000-07-27,110.29575024999787,111.68365123053279,108.99164789146363,114.242891297554
2000-07-28,155.72929284732228,158.34114730127592,149.3908888875781,160.01535614309248
2000-07-31,281.65317719333075,286.1831373342326,278.9725802464544,286.41211057228975
2000-08-01,147.9123781333945,157.44239541511757,143.79883247262566,152.3031911822647
2000-08-02,128.9789744182446,131.24976599007925,124.84725642284765,126.69785763742985
2000-08-03,197.89055205551261,205.76219464852653,192.66900899352223,197.98832050254774
2000-08-04,297.1300908221201,299.1082336764923,293.12286311523457,293.88464052408955
2000-08-07,148.41105430230007,158.24237249882157,146.44480423624407,151.4731508540244
2000-08-08,234.4271094811757,238.86165797315792,232.11645083444665,238.31142653261668
2000-08-09,252.32392306574351,260.30103391583503,251.02298119569363,255.83681145871867
2000-08-10,147.52750879847994,151.61082854378012,142.29526703052116,146.8611782854483
2000-08-11,245.6432697223719,252.29228961680118,236.053240468695,248.23000856923971
2000-08-14,173.55662654385065,176.28477130651098,171.5155495310176,169.53241823961335
2000-08-15,226.46116611871588,228.77535529238855,216.94478568168813,221.86361382490838
2000-08-16,226.70594215217892,236.1485194082921,219.10568851959007,229.23830629526654
2000-08-17,207.1549368149517,216.4137623160916,200.41744758854423,206.40848955823853
2000-08-18,118.05795401088166,127.0451744727976,111.25045421296959,123.01344665827735
2000-08-21,267.0604991178476,273.6894001693469,258.6199502822811,263.0330412764029
2000-08-22,164.15601299434718,172.4304268952937,162.19373421492878,167.7122898096995
2000-08-23,137.30370207997083,138.9250345121732,131.76091316788097,137.10353273526076
2000-08-24,108.15502831095279,112.1681296879689,100.88120806660596,111.42653026599156
2000-08-25,218.17858863764837,222.0019167604628,211.8972046319863,221.34986145934982
2000-08-28,235.51287236845647,242.23368026602998,227.01786072924682,239.67279238207723
2000-08-29,103.31756578557123,107.52118574680699,101.66712040446907,101.29606589843226
2000-08-30,202.4186116598562,204.75517269464933,195.2023023043637,206.91660519447623
2000-08-31,145.2991550395876,151.6673587183095,139.49290546612514,141.81582464316378
2000-09-01,229.03455808188997,237.3640133679117,224.62211030607048,224.85424585782488
2000-09-04,134.8732858009983,139.31239725113807,130.810810960892,134.1894409747218
2000-09-05,238.18754762049318,240.3779660563795,231.60005392552543,241.4707773069116
2000-09-06,177.34706926010747,180.1172630359229,168.32811088830908,177.08128056644193
2000-09-07,287.3459977473469,290.4833474938714,281.8804144124369,290.63886452265206
2000-09-08,127.50418882919865,131.2032671661495,119.08168035250637,129.8010568871417
2000-09-11,168.2132702100517,174.99842584460848,163.59386277345598,165.30755407144102
2000-09-12,122.69470424811782,129.10321360895728,120.77315408297923,127.18352049711245
2000-09-13,284.9387236557126,292.2034424098159,283.3851720275848,280.5465353420066
2000-09-14,275.4678706761962,279.73038853697983,274.0058613342831,279.4506677516341
2000-09-15,151.58832554303112,160.00430440995092,147.16697426541208,149.63276003293487
2000-09-18,231.99680920683582,234.83359815723767,227.96166944931323,231.9982900384798
2000-09-19,263.4444400402432,268.6658067679066,255.98300682764005,262.6679587672505
2000-09-20,211.04016231989246,219.24861081376534,203.35476880562868,207.75850788906163
2000-09-21,205.9301156712013,208.55154350079488,204.47242995169762,204.51158433521823
2000-09-22,148.37045818009034,150.35922620375737,145.38034881408922,145.2998025430183
2000-09-25,118.62055356117985,127.57370927037175,115.15219690974975,115.65941831578509
2000-09-26,279.44315159066537,283.52951855549816,273.51464373338007,276.31371995092917
2000-09-27,280.0836114326661,287.23844255684736,277.7829744175035,279.973785236132
2000-09-28,226.62029145465357,227.84842889302902,224.41482048005358,229.59960512976673
2000-09-29,167.80595820974014,175.01638020542518,158.31185820686852,168.49565854735255
2000-10-02,169.84191492253217,173.6868267264549,161.60408875685215,173.7739808080406
2000-10-03,245.19113577404786,246.69280345633484,242.56524165522734,246.5565806598151
2000-10-04,279.42205199051546,285.9103668444485,274.76294171936604,281.3154531468415
2000-10-05,277.4172848530235,280.584519197682,273.2166868597054,279.0933571502935
2000-10-06,255.97510917152476,260.4563743499917,247.8560725049361,255.46970110336218
2000-10-09,228.40632923085755,230.13155654143617,222.81441298255444,230.29971745285837
2000-10-10,116.82799299900977,119.15246225886428,114.67734536606856,112.52507046369938
2000-10-11,132.32574281892275,136.00753793838535,124.67481425051655,135.9242575380794
2000-10-12,279.7108377054159,281.5186732104573,275.1388459013916,282.48895913985507
2000-10-13,221.28581193191798,230.48324831409482,217.91949370322865,218.73811151423476
2000-10-16,101.83941032332594,102.89383371198174,97.45992272513945,104.51973486586675
2000-10-17,120.29430857320642,125.64905054298522,114.81449950074436,115.42073458720661
2000-10-18,232.70035382161117,234.80958094480414,228.6123141738581,229.87281954641998
2000-10-19,101.01231676924374,104.78142857454527,97.83516481591792,96.6636891559527
2000-10-20,132.16161028349973,141.4961463218641,127.57509202426391,134.96387944967867
2000-10-23,209.74675787331722,212.2020088527831,208.57420167656815,212.3054993851011
2000-10-24,238.37903953853865,248.07153041600364,230.42655892367182,241.51539977655696
2000-10-25,230.3922519005201,233.24440129342491,227.85374785841185,225.43706883377538
2000-10-26,144.85386189211195,152.52795686831342,143.4587203694362,144.86618915889602
2000-10-27,242.4358442695072,248.355939653583,235.55255603336147,244.48420624468056
2000-10-30,147.44981749936002,156.41012604773084,139.48439233994696,144.00382878675018
2000-10-31,165.07993963185356,171.06587893138175,156.75547744751796,166.5778469069798
2000-11-01,249.29828102360483,255.10931399601162,243.85669837965943,245.1393820167017
2000-11-02,229.92657980944293,232.68570181275854,227.07826614723305,226.73983837048607
2000-11-03,269.8446820988356,272.34074635730053,262.20963300358716,269.60265024878163
2000-11-06,231.52257846006867,240.7709808201083,224.22516076567965,233.0582299868797
2000-11-07,213.66172066709433,217.61226445674464,210.44528406016576,210.1204119366333
2000-11-08,118.7349535656185,123.08369386028455,109.60428376285336,115.58718687392788
2000-11-09,173.54316061188672,181.3815735377422,171.60381748914125,170.58762428254335
2000-11-10,153.04047353634508,157.08988487815034,143.19627938002316,150.42748158333487
2000-11-13,148.7979286758167,158.36649069556773,140.05569837701952,146.06346716107961
2000-11-14,294.6021109504891,302.2434608714783,287.4110231411774,293.5536020354654
2000-11-15,178.61954493335207,184.99640811651287,169.17079593883358,180.1574414417193
2000-11-16,278.40931103542266,287.33736748032544,270.9085105205093,277.7896288667674
2000-11-17,226.22772519945258,227.67417837459791,223.51361222618218,228.98746428695145
2000-11-20,258.9622607083297,262.2758249380326,253.98285546531443,261.1549457678159
2000-11-21,200.5274186210384,205.71274562902659,198.88389140205368,196.79268776152915
2000-11-22,215.38077692527182,218.42358378051551,210.87386012467877,210.86919315847925
2000-11-23,198.50353876377278,206.19868544949216,190.8291115861379,202.28295440376885
2000-11-24,139.0485975596089,148.32146983909243,134.57060740123154,134.84690822523766
2000-11-27,244.49042305230105,249.30435413167936,240.51777547308785,240.9738148594982
2000-11-28,156.15447248817117,160.2336658891782,149.79627098557836,151.37580524375235
2000-11-29,104.86319328629077,114.51714987552886,96.01335252530072,106.1465569392773
2000-11-30,229.09445918143356,234.09813107688143,227.66621044851854,229.91816481301706
2000-12-01,135.4221358814098,140.82357148545333,130.95290196911216,140.29117254576235
2000-12-04,288.0917168705829,292.25656572166,285.66755019424556,291.9610408337546
2000-12-05,290.78571540051746,299.9716516576267,283.5275271439306,289.89414717532657
2000-12-06,282.9728780440897,289.09347739362636,281.0213570002095,281.6887364532151
2000-12-07,174.0317400510889,181.89131133572369,167.0484702238667,172.00026039388874
2000-12-08,103.09132330577349,111.39758377093146,99.51569546859233,99.6153925061523
2000-12-11,285.66371251754504,289.74035389480036,282.87346119391003,282.04454908356513
2000-12-12,185.63682966346286,190.54007864534628,176.209656643038,181.95966674355893
2000-12-13,293.33096380873394,301.9672097783903,292.16424261802035,289.47211138060175
2000-12-14,292.7239954178506,296.9932935829329,287.78399997084443,290.12911584190596
2000-12-15,270.601891093472,278.74730729453864,269.4072481613158,268.66857739660315
2000-12-18,158.88977841391713,168.35870931708706,153.53744098097818,163.50556812430628
2000-12-19,177.01954572038505,183.62843907799711,171.51011932023528,177.80427823040392
2000-12-20,270.2273343033714,277.9019798904384,266.33237206081867,275.1032920485042
2000-12-21,163.38440103125555,171.63027683962576,161.19494503353033,162.1090705095123
2000-12-22,133.8985493372185,142.5039061772883,129.5110614976082,133.4748156631129
2000-12-25,211.36025249167002,215.91573253238118,204.30988603227692,209.60603908332283
2000-12-26,287.23095483215616,288.6923259647401,279.189392554356,284.0598313411217
2000-12-27,239.2059593349946,243.82284577612523,233.4292039135013,235.63760641277037
2000-12-28,214.012234017873,221.0760400859298,207.7037244679152,218.4630259959513
2000-12-29,119.4352987541537,124.48845222618084,116.62975141403183,124.30340557214126
2001-01-01,223.00144533983394,230.7421136975775,219.4154723407851,218.45054030492125
2001-01-02,298.01077002085265,302.2236118860706,295.5537095303814,294.5142287681703
2001-01-03,128.0168030473048,134.72950031724105,124.7731448972633,127.25204397031501
2001-01-04,203.66593047274733,206.3437087164331,200.64194945071756,200.5292652361914
2001-01-05,275.47461438559105,283.2189393153957,269.7995753080699,274.1134183218599
2001-01-08,248.15372355084088,254.0649872701581,242.08952474872433,244.44468704943722
2001-01-09,239.4031481990536,242.239727695973,229.89862141166006,238.9682657662715
2001-01-10,240.49681679742184,244.1240173589021,237.73668097350813,238.21376295911443
2001-01-11,171.89823024395105,179.63570862118755,165.1231488524976,170.41728080153766
2001-01-12,158.71836885289866,164.06177997385234,150.36303543201095,154.66149536752613
2001-01-15,261.8722310957027,264.8165140592404,255.83005792165525,261.15351160280414
2001-01-16,262.02267893583615,271.72811964916883,258.72764606332646,266.8552550454518
2001-01-17,273.41446371602075,280.8505888943727,270.0515116458407,271.70279418483267
2001-01-18,282.64811051129425,292.2623240041524,281.29483303365527,286.4124032597186
2001-01-19,202.26847977218756,207.11242518043065,198.5194817332512,205.70047118842442
2001-01-22,200.30325893743992,205.5791620036654,192.6018258264095,204.82384312041202
2001-01-23,259.65903579335503,268.7406327390202,258.23137597849103,262.56013091602597
2001-01-24,229.99278615555303,235.7182302177615,227.01912861300957,231.58875442614118
2001-01-25,240.39337545154066,247.75888565869167,233.03728296475464,243.95921989381523
2001-01-26,259.1585338872202,262.42808978467997,251.1146698218143,254.9149806937937
2001-01-29,278.00106836351324,283.021606581837,272.9032026729559,277.62937493550135
2001-01-30,167.59903137030716,169.71008016260035,160.31636232399933,172.49159375645775
2001-01-31,175.11659052798882,177.97041085088148,170.6250210100948,177.81259204093615
2001-02-01,118.7963879681738,119.80487870558248,116.35716876295666,123.41714174854603
2001-02-02,215.6560281992348,217.00941366407275,211.07268275752864,218.4523717605696
2001-02-05,107.18845475934842,116.98400916794078,100.96874437752012,110.93727443376986
2001-02-06,193.11960362649205,196.30078688272292,183.58712408981603,195.18489994952395
2001-02-07,208.52892694151532,215.49872332705135,206.91016837271724,211.13394698568771
2001-02-08,157.30825042565687,165.86014771485338,151.7417035810522,157.54003052405187
2001-02-09,218.16665211380214,224.1225962469312,214.20637410990562,222.40902912194346
2001-02-12,106.10004998780988,108.47835048856548,100.52524473931963,109.3504390940435
2001-02-13,107.46963774984289,115.02268568586838,106.2538587234541,110.9084874064992
2001-02-14,264.5201121319317,270.9223748228279,260.70288393961744,266.2502031415622
2001-02-15,172.03812828225256,179.61938358637894,163.6593149545095,170.08392775312504
2001-02-16,125.41210253037696,133.33982213609073,119.42662692568521,120.76840048427835
2001-02-19,204.44865201096087,214.2273453201236,199.3934095756158,208.80520330505632
2001-02-20,253.99871061972217,260.1607801399626,250.4289849742841,254.85991410777714
2001-02-21,143.16420549936862,147.23897551358402,139.48182279424643,141.14563521085003
2001-02-22,224.57809516380007,231.41427617590222,220.1301822614848,221.06944624227546
2001-02-23,117.0694929987536,118.68545938193724,108.54935660907256,120.36472465376114
2001-02-26,110.33634423372155,119.41292009861583,100.63142537244713,113.70154617819733
2001-02-27,206.27092631362962,208.3453554156734,201.32302788147624,209.41600599493492
2001-02-28,208.1270243220213,212.07760986299365,203.58684877329145,209.57785124168916
2001-03-01,227.4859802996413,235.8276887252764,218.86702331726255,226.14613417556006
2001-03-02,245.21826674453231,251.59407814950873,240.37611885880557,243.2589695923349
2001-03-05,295.1704158925069,299.7131355750039,289.2022523418461,290.25596359368865
2001-03-06,203.26006966023908,208.52099059461426,200.1815946788504,206.59614524712148
2001-03-07,164.59129458824918,173.2822211270688,156.8997717662375,160.4656215631856
2001-03-08,259.0372389537407,263.09727842827976,253.24934408930366,260.34478893414837
2001-03-09,154.16645025241485,162.99329741572438,145.88513930025178,154.20719972081574
2001-03-12,187.7942841411272,189.58749401991744,179.76768957086918,188.0611777303907
2001-03-13,115.6912762684532,123.68246220333087,112.75623335402294,119.95840472153093
2001-03-14,105.0701486830915,113.69807738058412,97.62942872807164,100.38629879580392
2001-03-15,292.529682935585,295.1660418111211,284.32919326402265,295.2636051818727
2001-03-16,267.19602410244113,272.0691428937909,263.0810589353996,262.7165480861142
2001-03-19,239.19484121873958,241.68433919071248,236.6413592026191,234.57637727809336
2001-03-20,181.79058888285397,189.15002604380192,180.76689948263768,181.0887658642678
2001-03-21,134.65886401416915,140.47699392672408,129.6007311363308,130.28961575759882
2001-03-22,131.2874085342172,138.0053186545921,127.11551395036763,134.17884804714632
2001-03-23,150.04857963291906,152.81696233552495,144.05439112849038,150.34421056940243
2001-03-26,209.84533294122411,212.75104569969588,207.15296310792505,205.13572076782185
2001-03-27,242.91918454001248,244.29266046960163,234.1821946110142,238.32419140483168
2001-03-28,232.03947534354626,235.93808316030783,228.71967840289327,233.16616064094106
2001-03-29,155.98677938918857,162.02448134119163,152.94891294339973,159.04789756577262
2001-03-30,290.9730561326388,299.69447035861475,285.6466296242796,290.35105144538653
2001-04-02,247.5793833391537,254.58173036628185,242.08972412545523,248.12519005450994
2001-04-03,210.87081050228014,215.7893774128779,207.9350434432143,213.86910504277915
2001-04-04,222.34414924687044,231.92223027641768,218.8974027063372,223.44921098728864
2001-04-05,183.92001248555798,191.39321929074046,181.39266533316078,181.16761486214617
2001-04-06,149.5461979002315,158.91768472599446,142.080056295323,150.6767181589263
2001-04-09,171.1945357302523,176.9428274897018,163.26373444896558,172.47733032090446
2001-04-10,251.56922209287382,254.89936056601206,246.40826561574028,253.91029190168507
2001-04-11,102.87869772595117,104.35413790323366,95.45191452178601,104.08743960151918
2001-04-12,123.21452810138325,130.7492917647379,115.59110957394624,127.90694940596363
2001-04-13,109.20052840435055,111.29225538640036,106.95604865525027,106.17341149152124
2001-04-16,108.14576046379403,111.87073661824174,98.4501582402832,112.6566672594648
2001-04-17,271.0921168022014,276.8843549731565,262.7028292783335,271.4755117057016
2001-04-18,240.73157187600472,246.81132116602245,237.8912207252423,242.45113328095385
2001-04-19,194.83476581746504,201.24001459034926,192.1592804957504,190.82938179198695
2001-04-20,119.5668321302003,122.0631301033476,117.43588181998405,118.37259154398137
2001-04-23,198.32317502336647,202.74081166676132,196.0777679604892,201.0169664879982
2001-04-24,194.69435415611315,201.24910220016585,186.9608979648549,196.76346430710305
2001-04-25,134.64037398200304,144.3687437637071,129.41348566943842,130.04176786365713
2001-04-26,186.7703298475946,194.3190100868918,178.7239222929358,187.23627248256705
2001-04-27,179.70094687947469,189.00438069332031,171.98465283032283,175.58372880915877
2001-04-30,223.1700196104433,231.0299281352709,216.7285051888963,228.1285839022249
2001-05-01,227.01873017352875,233.34418289356034,219.84143071432064,230.9916960588617
2001-05-02,109.0608019544089,111.789012276636,107.89560043499662,104.27160855869427
2001-05-03,174.92252292529423,181.92269379232684,171.11652410404903,178.50901871432055
2001-05-04,225.1719831428473,231.78239923648647,218.4315835295126,229.36627914843137
2001-05-07,200.62725171601755,207.04947425013296,199.54314713464134,199.1627339416521
2001-05-08,271.29796823766446,276.7060410495586,270.0011757445211,273.4929847881421
2001-05-09,231.738726323789,237.49663575969248,223.07173448155555,231.15976378586677
2001-05-10,132.58688541628595,136.5968681603489,125.4306616610573,134.1392102620494
2001-05-11,114.11374948008597,119.7875637138667,110.72542188200288,112.51692352306789
2001-05-14,228.48385564126312,231.26185879236942,221.29219008019473,226.7094480075958
2001-05-15,105.30226210832436,113.54883168456774,97.17015208607098,104.54660099690015
2001-05-16,217.15511625469264,219.82710884698102,213.39396770670174,213.61079384121766
2001-05-17,288.0460482849915,289.8107448939967,286.7217118874988,291.35743792934534
